W Wheat Futures
SEP17     504'4     508'2     495'0     507'0     505'6    +2'6       65783      503'0       71108      199071
DEC17     528'2     531'4     518'6     530'4     529'2    +2'4       29922      526'6       29023      131313
MAR18     548'0     550'4     538'4     550'4     549'4    +3'0       10242      546'4        9638       51382
MAY18     558'0     560'6B    549'2     560'6B    560'0    +3'0        1834      557'0        2150       16397
JLY18     562'2     565'2B    554'2     565'2B    564'2    +2'4        3340      561'6        3508       26934
SEP18     569'0     573'6B    563'6A    573'6B    572'6    +2'4          93      570'2         186        2190
DEC18     583'2     586'6B    577'0     586'6B    585'4    +2'2         345      583'2         720        8581
MAR19      ----     590'2B     ----     590'2B    593'0    +3'0          19      590'0          15         861
MAY19      ----      ----      ----      ----     590'4    +3'0                  587'4           8          34
JLY19     578'4     580'2B    578'4     580'2B    584'6    +6'0          12      578'6          17         284
SEP19      ----      ----      ----      ----     584'6    +6'0                  578'6
7550       ----      ----      ----      ----     192'4    -2'2                  194'6
WDF MAY18 Short-Dated New Crop Wheat Option PUT
3600       ----      ----      ----      ----        '1    UNCH                     '1
3650       ----      ----      ----      ----        '1    UNCH                     '1
3700       ----      ----      ----      ----        '1    UNCH                     '1
3750       ----      ----      ----      ----        '1    UNCH                     '1
3800       ----      ----      ----      ----        '1    UNCH                     '1
3850       ----      ----      ----      ----        '1    UNCH                     '1
3900       ----      ----      ----      ----        '2    UNCH                     '2
3950       ----      ----      ----      ----        '2    UNCH                     '2
4000       ----      ----      ----      ----        '3    UNCH                     '3
4050       ----      ----      ----      ----        '3    UNCH                     '3
4100       ----      ----      ----      ----        '4    UNCH                     '4
4150       ----      ----      ----      ----        '5    UNCH                     '5
4200       ----      ----      ----      ----        '6    UNCH                     '6
4250       ----      ----      ----      ----        '7    UNCH                     '7
4300       ----      ----      ----      ----       1'0     -'1                    1'1
4350       ----      ----      ----      ----       1'2     -'1                    1'3
4400       ----      ----      ----      ----       1'4     -'1                    1'5
4450       ----      ----      ----      ----       1'6     -'1                    1'7
4500       ----      ----      ----      ----       2'1     -'1                    2'2
4550       ----      ----      ----      ----       2'4     -'2                    2'6
4600       ----      ----      ----      ----       2'7     -'3                    3'2
4650       ----      ----      ----      ----       3'4     -'2                    3'6
4700       ----      ----      ----      ----       4'1     -'3                    4'4
4750       ----      ----      ----      ----       4'7     -'4                    5'3
4800       ----      ----      ----      ----       5'7     -'3                    6'2
4850       ----      ----      ----      ----       6'7     -'4                    7'3
4900       ----      ----      ----      ----       8'1     -'4                    8'5
4950       ----      ----      ----      ----       9'4     -'5                   10'1
5000       ----      ----      ----      ----      11'1     -'4                   11'5
5050       ----      ----      ----      ----      12'6     -'5                   13'3
5100       ----      ----      ----      ----      14'5     -'5                   15'2
5150       ----      ----      ----      ----      16'5     -'5                   17'2
5200       ----      ----      ----      ----      18'5     -'6                   19'3
5250       ----      ----      ----      ----      20'7     -'6                   21'5
5300       ----      ----      ----      ----      23'1     -'7                   24'0
5350       ----      ----      ----      ----      25'4     -'7                   26'3
5400       ----      ----      ----      ----      28'0     -'7                   28'7
5450       ----      ----      ----      ----      30'4    -1'0                   31'4
5500       ----      ----      ----      ----      33'0    -1'1                   34'1
5550       ----      ----      ----      ----      35'5    -1'2                   36'7
5600       ----      ----      ----      ----      38'3    -1'2                   39'5
5650       ----      ----      ----      ----      41'1    -1'3                   42'4
5700       ----      ----      ----      ----      44'0    -1'2                   45'2
5750       ----      ----      ----      ----      46'7    -1'3                   48'2
5800       ----      ----      ----      ----      49'7    -1'4                   51'3
5850       ----      ----      ----      ----      53'0    -1'3                   54'3
5900       ----      ----      ----      ----      56'1    -1'4                   57'5
5950       ----      ----      ----      ----      59'3    -1'5                   61'0
6000       ----      ----      ----      ----      62'6    -1'5                   64'3
6050       ----      ----      ----      ----      66'1    -1'5                   67'6
6100       ----      ----      ----      ----      69'5    -1'5                   71'2
6150       ----      ----      ----      ----      73'2    -1'5                   74'7
6200       ----      ----      ----      ----      76'6    -1'6                   78'4
6250       ----      ----      ----      ----      80'4    -1'6                   82'2
6300       ----      ----      ----      ----      84'2    -1'7                   86'1
6350       ----      ----      ----      ----      88'1    -1'6                   89'7
6400       ----      ----      ----      ----      92'0    -1'6                   93'6
6450       ----      ----      ----      ----      96'0    -1'6                   97'6
6500       ----      ----      ----      ----     100'0    -1'6                  101'6
6550       ----      ----      ----      ----     103'7    -1'7                  105'6
6600       ----      ----      ----      ----     108'0    -1'7                  109'7
6650       ----      ----      ----      ----     112'1    -1'7                  114'0
6700       ----      ----      ----      ----     116'3    -1'7                  118'2
6750       ----      ----      ----      ----     120'4    -1'7                  122'3
6800       ----      ----      ----      ----     124'6    -2'0                  126'6
6850       ----      ----      ----      ----     129'0    -2'1                  131'1
6900       ----      ----      ----      ----     133'3    -2'1                  135'4
6950       ----      ----      ----      ----     137'6    -2'1                  139'7
7000       ----      ----      ----      ----     142'1    -2'1                  144'2
7050       ----      ----      ----      ----     146'5    -2'1                  148'6
7100       ----      ----      ----      ----     151'1    -2'1                  153'2
7150       ----      ----      ----      ----     155'5    -2'2                  157'7
7200       ----      ----      ----      ----     160'2    -2'2                  162'4
7250       ----      ----      ----      ----     164'7    -2'2                  167'1
7300       ----      ----      ----      ----     169'3    -2'2                  171'5
7350       ----      ----      ----      ----     174'0    -2'2                  176'2
7400       ----      ----      ----      ----     178'6    -2'2                  181'0
7450       ----      ----      ----      ----     183'4    -2'2                  185'6
7500       ----      ----      ----      ----     188'2    -2'2                  190'4
7550       ----      ----      ----      ----     193'0    -2'2                  195'2

WZ AUG17 Wheat Options CALL
3300       ----      ----      ----      ----     175'7    +2'6                  173'1
3350       ----      ----      ----      ----     170'7    +2'6                  168'1
3400       ----      ----     160'4A     ----     165'7    +2'6                  163'1
3450       ----      ----     155'2A     ----     160'7    +2'6                  158'1
3500       ----      ----     150'3A     ----     155'7    +2'6                  153'1
3550       ----      ----     145'4A     ----     150'7    +2'6                  148'1
3600       ----      ----     140'2A     ----     145'7    +2'6                  143'1
3650       ----      ----     135'3A     ----     140'7    +2'6                  138'1
3700       ----      ----     130'4A     ----     135'7    +2'6                  133'1
3750       ----      ----     125'2A     ----     130'7    +2'6                  128'1
3800       ----      ----     120'3A     ----     125'7    +2'6                  123'1
3850       ----      ----     115'4A     ----     120'7    +2'6                  118'1
3900       ----      ----     110'2A     ----     115'7    +2'6                  113'1
3950       ----      ----     105'3A     ----     110'7    +2'6                  108'1
4000       ----      ----     100'4A     ----     105'7    +2'6                  103'1
4050       ----      ----      95'2A     ----     100'7    +2'6                   98'1
4100       ----      ----      90'3A     ----      95'7    +2'6                   93'1                       2
4150       ----      ----      ----      ----      90'7    +2'6                   88'1
