                PRELIMINARY PRICES AS OF 10/03/17 09:30 AM (CST)
OCT18     2.924     2.924     2.924     2.924      ----    UNCH           7      2.941         316       13627
NOV18      ----      ----      ----      ----      ----    UNCH                  2.994          90       13272
DEC18      ----      ----      ----      ----      ----    UNCH           7      3.130         115       13566
JAN19      ----      ----      ----      ----      ----    UNCH                  3.216          34        6249
FEB19      ----      ----      ----      ----      ----    UNCH                  3.193                    5924
MAR19      ----      ----      ----      ----      ----    UNCH                  3.122                    7472
APR19      ----      ----      ----      ----      ----    UNCH                  2.748          31        5984
MAY19      ----      ----      ----      ----      ----    UNCH                  2.711                    4216
JUN19      ----      ----      ----      ----      ----    UNCH                  2.735                    4505
JLY19      ----      ----      ----      ----      ----    UNCH                  2.759                    3826
AUG19      ----      ----      ----      ----      ----    UNCH                  2.765                    3794
SEP19      ----      ----      ----      ----      ----    UNCH                  2.751                    3574
OCT19      ----      ----      ----      ----      ----    UNCH                  2.775                    4834
NOV19      ----      ----      ----      ----      ----    UNCH                  2.840                    3274
DEC19      ----      ----      ----      ----      ----    UNCH                  2.995                    3000
JAN20      ----      ----      ----      ----      ----    UNCH                  3.101                    2015
FEB20      ----      ----      ----      ----      ----    UNCH                  3.080                    1171
MAR20      ----      ----      ----      ----      ----    UNCH                  3.025                    1583
APR20      ----      ----      ----      ----      ----    UNCH                  2.705                    1283
MAY20      ----      ----      ----      ----      ----    UNCH                  2.678                     687
JUN20      ----      ----      ----      ----      ----    UNCH                  2.701                     584
JLY20      ----      ----      ----      ----      ----    UNCH                  2.727                     547
AUG20      ----      ----      ----      ----      ----    UNCH                  2.737                     594
SEP20      ----      ----      ----      ----      ----    UNCH                  2.733                     583
OCT20      ----      ----      ----      ----      ----    UNCH                  2.761                     899
NOV20      ----      ----      ----      ----      ----    UNCH                  2.835                     611
DEC20      ----      ----      ----      ----      ----    UNCH                  2.985                     585
JAN21      ----      ----      ----      ----      ----    UNCH                  3.095                     219
FEB21      ----      ----      ----      ----      ----    UNCH                  3.073                     225
MAR21      ----      ----      ----      ----      ----    UNCH                  3.015                     309
APR21      ----      ----      ----      ----      ----    UNCH                  2.702                     340
MAY21      ----      ----      ----      ----      ----    UNCH                  2.678                      94
JUN21      ----      ----      ----      ----      ----    UNCH                  2.700                      94
JLY21      ----      ----      ----      ----      ----    UNCH                  2.723                     144
AUG21      ----      ----      ----      ----      ----    UNCH                  2.742                     564
SEP21      ----      ----      ----      ----      ----    UNCH                  2.740                      93
OCT21      ----      ----      ----      ----      ----    UNCH                  2.766                     386
NOV21      ----      ----      ----      ----      ----    UNCH                  2.840                     132
DEC21      ----      ----      ----      ----      ----    UNCH                  2.992                     134
JAN22      ----      ----      ----      ----      ----    UNCH                  3.103                     375
FEB22      ----      ----      ----      ----      ----    UNCH                  3.080                      70
MAR22      ----      ----      ----      ----      ----    UNCH                  3.018                     214
APR22      ----      ----      ----      ----      ----    UNCH                  2.705                     137
MAY22      ----      ----      ----      ----      ----    UNCH                  2.689                      77
JUN22      ----      ----      ----      ----      ----    UNCH                  2.715                      27
JLY22      ----      ----      ----      ----      ----    UNCH                  2.743                      37
AUG22      ----      ----      ----      ----      ----    UNCH                  2.768                     137
SEP22      ----      ----      ----      ----      ----    UNCH                  2.771                      36
OCT22      ----      ----      ----      ----      ----    UNCH                  2.801                      32
NOV22      ----      ----      ----      ----      ----    UNCH                  2.875                      23
DEC22      ----      ----      ----      ----      ----    UNCH                  3.027                      23
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   648                   9130      395741
HO NY Harbor ULSD Futures
NOV17    1.7670    1.7670    1.7407    1.7478      ----    UNCH       10071     1.7665       75575      127396
DEC17    1.7632    1.7653    1.7398A   1.7467      ----    UNCH        7950     1.7650       58666       91344
JAN18    1.7610    1.7643    1.7391A   1.7457      ----    UNCH        4998     1.7636       42375       61054
FEB18    1.7551    1.7595    1.7345    1.7416B     ----    UNCH        4054     1.7582       23452       27232
MAR18    1.7363    1.7481    1.7246    1.7320A     ----    UNCH        4304     1.7457       21461       37435
APR18    1.7193    1.7286B   1.7106A   1.7148      ----    UNCH        1386     1.7262       12499       22027
MAY18    1.7052    1.7145B   1.6956    1.7010B     ----    UNCH         501     1.7122        4048       11902
JUN18    1.6946    1.7029B   1.6850A   1.6901A     ----    UNCH        1125     1.7011        9294       30045
JLY18    1.6851    1.6980B   1.6806A   1.6862A     ----    UNCH         116     1.6965        1432        3079
AUG18      ----    1.6960B   1.6800A   1.6857B     ----    UNCH          11     1.6947         644        2242
SEP18      ----    1.6967B   1.6813A   1.6819B     ----    UNCH          27     1.6955        1085        4757
OCT18      ----      ----    1.6847A   1.6906B     ----    UNCH          20     1.6985         775        1435
NOV18      ----      ----      ----      ----      ----    UNCH          39     1.7031         513        1676
DEC18    1.7027    1.7089B   1.6928A   1.7009B     ----    UNCH         127     1.7076        3801       20062
JAN19      ----      ----      ----      ----      ----    UNCH                 1.7116                    2357
FEB19      ----      ----      ----      ----      ----    UNCH                 1.7086                     209
MAR19      ----      ----      ----      ----      ----    UNCH                 1.6996                     141
APR19      ----      ----      ----      ----      ----    UNCH                 1.6861                     151
MAY19      ----      ----      ----      ----      ----    UNCH                 1.6796                     114
JUN19      ----      ----      ----      ----      ----    UNCH                 1.6776          15        2313
JLY19      ----      ----      ----      ----      ----    UNCH                 1.6796                      68
AUG19      ----      ----      ----      ----      ----    UNCH                 1.6826                      45
SEP19      ----      ----      ----      ----      ----    UNCH                 1.6881                      44
OCT19      ----      ----      ----      ----      ----    UNCH                 1.6946                      68
NOV19      ----      ----      ----      ----      ----    UNCH                 1.7011                      36
DEC19      ----      ----      ----      ----      ----    UNCH                 1.7066          10        2909
JAN20      ----      ----      ----      ----      ----    UNCH                 1.7136                      14
FEB20      ----      ----      ----      ----      ----    UNCH                 1.7181                       7
MAR20      ----      ----      ----      ----      ----    UNCH                 1.7176                       5
APR20      ----      ----      ----      ----      ----    UNCH                 1.7104                       3
MAY20      ----      ----      ----      ----      ----    UNCH                 1.7079                       3
JUN20      ----      ----      ----      ----      ----    UNCH                 1.7084                      22
JLY20      ----      ----      ----      ----      ----    UNCH                 1.7124                       1
AUG20      ----      ----      ----      ----      ----    UNCH                 1.7169
SEP20      ----      ----      ----      ----      ----    UNCH                 1.7224
OCT20      ----      ----      ----      ----      ----    UNCH                 1.7269
NOV20      ----      ----      ----      ----      ----    UNCH                 1.7304                       1
DEC20      ----      ----      ----      ----      ----    UNCH                 1.7339                     324
JAN21      ----      ----      ----      ----      ----    UNCH                 1.7399
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 34729                 255645      450521
HO2 NY Harbor ULSD London Marker
NOV17      ----      ----      ----      ----      ----    UNCH                 1.7599
DEC17      ----      ----      ----      ----      ----    UNCH                 1.7582
JAN18      ----      ----      ----      ----      ----    UNCH                 1.7569
HO4 HEATING OIL 3:15 2 Minute TAM SYNTHETIC LONDON FUT
NOV17      ----      ----      ----      ----      ----    UNCH                 1.7659
HOS HEATING OIL 3:15 1 Minute TAM SYNTHETIC LONDON FUT
NOV17      ----      ----      ----      ----      ----    UNCH                 1.7659
HP Henry Hub Natural Gas Look-Alike Penultimate Finan
NOV17     2.894     2.894     2.890     2.891      ----    UNCH         474      2.916         651       11053
DEC17      ----      ----      ----      ----      ----    UNCH         198      3.106         477       11547
JAN18      ----      ----      ----      ----      ----    UNCH          16      3.234         344       10993
FEB18      ----      ----      ----      ----      ----    UNCH          66      3.240         143        9335
MAR18      ----      ----      ----      ----      ----    UNCH          43      3.193         104       16018
APR18      ----      ----      ----      ----      ----    UNCH          36      2.910                    8978
MAY18      ----      ----      ----      ----      ----    UNCH                  2.881          20        3554
JUN18      ----      ----      ----      ----      ----    UNCH                  2.910                    3166
JLY18      ----      ----      ----      ----      ----    UNCH                  2.936                    2474
AUG18      ----      ----      ----      ----      ----    UNCH                  2.940                    2631
SEP18      ----      ----      ----      ----      ----    UNCH                  2.919                    2149
OCT18      ----      ----      ----      ----      ----    UNCH                  2.941                    2283
NOV18      ----      ----      ----      ----      ----    UNCH                  2.994                    2094
DEC18      ----      ----      ----      ----      ----    UNCH                  3.130                    2083
JAN19      ----      ----      ----      ----      ----    UNCH                  3.216                    1293
FEB19      ----      ----      ----      ----      ----    UNCH                  3.193                    1244
MAR19      ----      ----      ----      ----      ----    UNCH                  3.122                    2443
APR19      ----      ----      ----      ----      ----    UNCH                  2.748                    1683
MAY19      ----      ----      ----      ----      ----    UNCH                  2.711                     662
JUN19      ----      ----      ----      ----      ----    UNCH                  2.735                     662
JLY19      ----      ----      ----      ----      ----    UNCH                  2.759                     662
AUG19      ----      ----      ----      ----      ----    UNCH                  2.765                     693
SEP19      ----      ----      ----      ----      ----    UNCH                  2.751                     662
OCT19      ----      ----      ----      ----      ----    UNCH                  2.775                     761
NOV19      ----      ----      ----      ----      ----    UNCH                  2.840                     572
DEC19      ----      ----      ----      ----      ----    UNCH                  2.995                     523
JAN20      ----      ----      ----      ----      ----    UNCH                  3.101                     730
FEB20      ----      ----      ----      ----      ----    UNCH                  3.080                     730
MAR20      ----      ----      ----      ----      ----    UNCH                  3.025                     730
APR20      ----      ----      ----      ----      ----    UNCH                  2.705                     318
MAY20      ----      ----      ----      ----      ----    UNCH                  2.678                     318
JUN20      ----      ----      ----      ----      ----    UNCH                  2.701                     318
JLY20      ----      ----      ----      ----      ----    UNCH                  2.727                     318
AUG20      ----      ----      ----      ----      ----    UNCH                  2.737                     318
SEP20      ----      ----      ----      ----      ----    UNCH                  2.733                     318
OCT20      ----      ----      ----      ----      ----    UNCH                  2.761                     318
NOV20      ----      ----      ----      ----      ----    UNCH                  2.835                     318
DEC20      ----      ----      ----      ----      ----    UNCH                  2.985                     318
JAN21      ----      ----      ----      ----      ----    UNCH                  3.095                     332
FEB21      ----      ----      ----      ----      ----    UNCH                  3.073                     332
MAR21      ----      ----      ----      ----      ----    UNCH                  3.015                     332
APR21      ----      ----      ----      ----      ----    UNCH                  2.702                     332
MAY21      ----      ----      ----      ----      ----    UNCH                  2.678                     332
JUN21      ----      ----      ----      ----      ----    UNCH                  2.700                     332
JLY21      ----      ----      ----      ----      ----    UNCH                  2.723                     332
AUG21      ----      ----      ----      ----      ----    UNCH                  2.742                     332
SEP21      ----      ----      ----      ----      ----    UNCH                  2.740                     332
OCT21      ----      ----      ----      ----      ----    UNCH                  2.766                     332
NOV21      ----      ----      ----      ----      ----    UNCH                  2.840                     332
DEC21      ----      ----      ----      ----      ----    UNCH                  2.992                     332
JAN22      ----      ----      ----      ----      ----    UNCH                  3.103                     111
FEB22      ----      ----      ----      ----      ----    UNCH                  3.080                     111
MAR22      ----      ----      ----      ----      ----    UNCH                  3.018                     111
APR22      ----      ----      ----      ----      ----    UNCH                  2.705                     111
MAY22      ----      ----      ----      ----      ----    UNCH                  2.689                     111
JUN22      ----      ----      ----      ----      ----    UNCH                  2.715                     111
JLY22      ----      ----      ----      ----      ----    UNCH                  2.743                     111
AUG22      ----      ----      ----      ----      ----    UNCH                  2.768                     111
SEP22      ----      ----      ----      ----      ----    UNCH                  2.771                     111
OCT22      ----      ----      ----      ----      ----    UNCH                  2.801                     111
NOV22      ----      ----      ----      ----      ----    UNCH                  2.875                     111
DEC22      ----      ----      ----      ----      ----    UNCH                  3.027                     111
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   833                   1739      110586
LPS LOOP Crude Oil Storage Futures
NOV17      ----      ----      ----      ----      ----    UNCH                   .150                    3045
DEC17      ----      ----      ----      ----      ----    UNCH                   .150                    3045
JAN18      ----      ----      ----      ----      ----    UNCH                   .160                    2800
FEB18      ----      ----      ----      ----      ----    UNCH                   .160                    2800
MAR18      ----      ----      ----      ----      ----    UNCH                   .160                    2800
APR18      ----      ----      ----      ----      ----    UNCH                   .160                    1000
MAY18      ----      ----      ----      ----      ----    UNCH                   .160                    1000
JUN18      ----      ----      ----      ----      ----    UNCH                   .160                    1000
JLY18      ----      ----      ----      ----      ----    UNCH                   .170                     200
AUG18      ----      ----      ----      ----      ----    UNCH                   .170                     200
SEP18      ----      ----      ----      ----      ----    UNCH                   .170                     200
OCT18      ----      ----      ----      ----      ----    UNCH                   .170
NOV18      ----      ----      ----      ----      ----    UNCH                   .170
DEC18      ----      ----      ----      ----      ----    UNCH                   .170
JAN19      ----      ----      ----      ----      ----    UNCH                   .170
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                    18090
NBP UK NBP Natural Gas (USD/MMBtu) (ICIS Heren) Front
NOV17     6.411     6.468B    6.381A    6.411      ----    UNCH          32      6.422          11           5
DEC17     6.718     6.750B    6.667A    6.697B     ----    UNCH           3      6.687           2           2
JAN18      ----      ----      ----      ----      ----    UNCH                  6.815           3
FEB18      ----      ----      ----      ----      ----    UNCH                  6.861           3
MAR18      ----      ----      ----      ----      ----    UNCH                  6.564           3
APR18      ----      ----      ----      ----      ----    UNCH                  5.998
MAY18      ----      ----      ----      ----      ----    UNCH                  5.592
JUN18      ----      ----      ----      ----      ----    UNCH                  5.262
JLY18      ----      ----      ----      ----      ----    UNCH                  5.339
AUG18      ----      ----      ----      ----      ----    UNCH                  5.406
SEP18      ----      ----      ----      ----      ----    UNCH                  5.494
OCT18      ----      ----      ----      ----      ----    UNCH                  5.801
NOV18      ----      ----      ----      ----      ----    UNCH                  6.302
DEC18      ----      ----      ----      ----      ----    UNCH                  6.652
JAN19      ----      ----      ----      ----      ----    UNCH                  6.762
FEB19      ----      ----      ----      ----      ----    UNCH                  6.767
MAR19      ----      ----      ----      ----      ----    UNCH                  6.773
APR19      ----      ----      ----      ----      ----    UNCH                  5.459
MAY19      ----      ----      ----      ----      ----    UNCH                  5.464
JUN19      ----      ----      ----      ----      ----    UNCH                  5.469
JLY19      ----      ----      ----      ----      ----    UNCH                  5.268
AUG19      ----      ----      ----      ----      ----    UNCH                  5.273
SEP19      ----      ----      ----      ----      ----    UNCH                  5.278
OCT19      ----      ----      ----      ----      ----    UNCH                  6.100
NOV19      ----      ----      ----      ----      ----    UNCH                  6.104
DEC19      ----      ----      ----      ----      ----    UNCH                  6.110
JAN20      ----      ----      ----      ----      ----    UNCH                  6.691
FEB20      ----      ----      ----      ----      ----    UNCH                  6.696
MAR20      ----      ----      ----      ----      ----    UNCH                  6.702
APR20      ----      ----      ----      ----      ----    UNCH                  5.470
MAY20      ----      ----      ----      ----      ----    UNCH                  5.475
JUN20      ----      ----      ----      ----      ----    UNCH                  5.479
JLY20      ----      ----      ----      ----      ----    UNCH                  5.325
AUG20      ----      ----      ----      ----      ----    UNCH                  5.329
SEP20      ----      ----      ----      ----      ----    UNCH                  5.334
OCT20      ----      ----      ----      ----      ----    UNCH                  6.437
NOV20      ----      ----      ----      ----      ----    UNCH                  6.442
DEC20      ----      ----      ----      ----      ----    UNCH                  6.448
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    35                     22           7
NG Henry Hub Natural Gas Futures
NOV17     2.925     2.935     2.890     2.892      ----    UNCH       33227      2.916      251481      342403
DEC17     3.110     3.119     3.078     3.079      ----    UNCH        9480      3.106       68608      131819
JAN18     3.238     3.247     3.209     3.210B     ----    UNCH        9653      3.234       63389      157078
FEB18     3.243     3.250     3.212     3.214      ----    UNCH        2989      3.240       20152       84623
MAR18     3.195     3.202     3.165     3.166      ----    UNCH        6605      3.193       32348      128698
APR18     2.905     2.916     2.891     2.893      ----    UNCH        5339      2.910       27686      127748
MAY18     2.883     2.886     2.863     2.865      ----    UNCH        1294      2.881       15393       69092
JUN18     2.909     2.912     2.895     2.895      ----    UNCH         203      2.910        8192       36989
JLY18     2.933     2.938     2.920     2.920      ----    UNCH         294      2.936        3261       34217
AUG18     2.936     2.939     2.927A    2.927A     ----    UNCH         191      2.940        2758       29812
SEP18     2.919     2.921     2.904A    2.904A     ----    UNCH          98      2.919        3259       30375
OCT18     2.937     2.943     2.925     2.925      ----    UNCH         749      2.941        5114       60226
NOV18     2.988     2.988     2.979     2.979      ----    UNCH          92      2.994        2259       27409
DEC18     3.127     3.129B    3.115     3.115      ----    UNCH          91      3.130        2548       28120
JAN19     3.211     3.212     3.205A    3.205A     ----    UNCH         265      3.216        2678       19511
FEB19     3.186     3.186     3.186     3.186      ----    UNCH         131      3.193         818        6834
MAR19     3.116     3.116     3.115     3.115      ----    UNCH          73      3.122         802       13442
APR19     2.744     2.744     2.744     2.744      ----    UNCH          57      2.748         716       12956
MAY19     2.706     2.706     2.706     2.706      ----    UNCH           2      2.711         191        3109
JUN19     2.730     2.730     2.730     2.730      ----    UNCH           3      2.735          92        3414
JLY19     2.751     2.751     2.751     2.751      ----    UNCH           2      2.759           7        2337
AUG19     2.759     2.759     2.759     2.759      ----    UNCH           1      2.765           7        2377
SEP19     2.744     2.744     2.744     2.744      ----    UNCH           1      2.751           7        2284
OCT19     2.770     2.770     2.770     2.770      ----    UNCH           1      2.775          51        3347
NOV19      ----      ----      ----      ----      ----    UNCH                  2.840          47        2122
DEC19      ----      ----      ----      ----      ----    UNCH                  2.995           7        2257
JAN20      ----      ----      ----      ----      ----    UNCH                  3.101          31        1448
FEB20      ----      ----      ----      ----      ----    UNCH                  3.080                     564
MAR20      ----      ----      ----      ----      ----    UNCH                  3.025          10         788
APR20      ----      ----      ----      ----      ----    UNCH                  2.705          10         947
MAY20      ----      ----      ----      ----      ----    UNCH                  2.678                     627
JUN20      ----      ----      ----      ----      ----    UNCH                  2.701                     561
JLY20      ----      ----      ----      ----      ----    UNCH                  2.727                     505
AUG20      ----      ----      ----      ----      ----    UNCH                  2.737                     468
SEP20      ----      ----      ----      ----      ----    UNCH                  2.733                     469
OCT20      ----      ----      ----      ----      ----    UNCH                  2.761                     517
NOV20      ----      ----      ----      ----      ----    UNCH                  2.835                     502
DEC20      ----      ----      ----      ----      ----    UNCH                  2.985                     795
JAN21      ----      ----      ----      ----      ----    UNCH                  3.095                     251
FEB21      ----      ----      ----      ----      ----    UNCH                  3.073                     186
MAR21      ----      ----      ----      ----      ----    UNCH                  3.015                     184
APR21      ----      ----      ----      ----      ----    UNCH                  2.702                     110
MAY21      ----      ----      ----      ----      ----    UNCH                  2.678                     102
JUN21      ----      ----      ----      ----      ----    UNCH                  2.700                      89
JLY21      ----      ----      ----      ----      ----    UNCH                  2.723                      89
AUG21      ----      ----      ----      ----      ----    UNCH                  2.742                      92
SEP21      ----      ----      ----      ----      ----    UNCH                  2.740                      96
OCT21      ----      ----      ----      ----      ----    UNCH                  2.766                      73
NOV21      ----      ----      ----      ----      ----    UNCH                  2.840                      72
DEC21      ----      ----      ----      ----      ----    UNCH                  2.992                     103
JAN22      ----      ----      ----      ----      ----    UNCH                  3.103                      18
FEB22      ----      ----      ----      ----      ----    UNCH                  3.080                      22
MAR22      ----      ----      ----      ----      ----    UNCH                  3.018                      19
APR22      ----      ----      ----      ----      ----    UNCH                  2.705                      14
MAY22      ----      ----      ----      ----      ----    UNCH                  2.689                      20
JUN22      ----      ----      ----      ----      ----    UNCH                  2.715                      14
JLY22      ----      ----      ----      ----      ----    UNCH                  2.743                      15
AUG22      ----      ----      ----      ----      ----    UNCH                  2.768                      15
SEP22      ----      ----      ----      ----      ----    UNCH                  2.771                      14
OCT22      ----      ----      ----      ----      ----    UNCH                  2.801                      14
NOV22      ----      ----      ----      ----      ----    UNCH                  2.875                      14
DEC22      ----      ----      ----      ----      ----    UNCH                  3.027                      19
JAN23      ----      ----      ----      ----      ----    UNCH                  3.138                       4
FEB23      ----      ----      ----      ----      ----    UNCH                  3.110                       1
MAR23      ----      ----      ----      ----      ----    UNCH                  3.046                      12
APR23      ----      ----      ----      ----      ----    UNCH                  2.722                      12
MAY23      ----      ----      ----      ----      ----    UNCH                  2.706                      19
JUN23      ----      ----      ----      ----      ----    UNCH                  2.731                      12
JLY23      ----      ----      ----      ----      ----    UNCH                  2.758                      12
AUG23      ----      ----      ----      ----      ----    UNCH                  2.784                      23
SEP23      ----      ----      ----      ----      ----    UNCH                  2.787                       1
OCT23      ----      ----      ----      ----      ----    UNCH                  2.821                      16
NOV23      ----      ----      ----      ----      ----    UNCH                  2.896                       1
DEC23      ----      ----      ----      ----      ----    UNCH                  3.049                       1
JAN24      ----      ----      ----      ----      ----    UNCH                  3.174
FEB24      ----      ----      ----      ----      ----    UNCH                  3.144
MAR24      ----      ----      ----      ----      ----    UNCH                  3.079
APR24      ----      ----      ----      ----      ----    UNCH                  2.749
MAY24      ----      ----      ----      ----      ----    UNCH                  2.733                       2
JUN24      ----      ----      ----      ----      ----    UNCH                  2.759
JLY24      ----      ----      ----      ----      ----    UNCH                  2.787
AUG24      ----      ----      ----      ----      ----    UNCH                  2.813
SEP24      ----      ----      ----      ----      ----    UNCH                  2.817
OCT24      ----      ----      ----      ----      ----    UNCH                  2.852
NOV24      ----      ----      ----      ----      ----    UNCH                  2.928
DEC24      ----      ----      ----      ----      ----    UNCH                  3.081
JAN25      ----      ----      ----      ----      ----    UNCH                  3.206
FEB25      ----      ----      ----      ----      ----    UNCH                  3.173
MAR25      ----      ----      ----      ----      ----    UNCH                  3.104
APR25      ----      ----      ----      ----      ----    UNCH                  2.774
MAY25      ----      ----      ----      ----      ----    UNCH                  2.758                       1
JUN25      ----      ----      ----      ----      ----    UNCH                  2.788
JLY25      ----      ----      ----      ----      ----    UNCH                  2.822
AUG25      ----      ----      ----      ----      ----    UNCH                  2.855
SEP25      ----      ----      ----      ----      ----    UNCH                  2.860
OCT25      ----      ----      ----      ----      ----    UNCH                  2.898
NOV25      ----      ----      ----      ----      ----    UNCH                  2.974
DEC25      ----      ----      ----      ----      ----    UNCH                  3.127
JAN26      ----      ----      ----      ----      ----    UNCH                  3.252
FEB26      ----      ----      ----      ----      ----    UNCH                  3.218
MAR26      ----      ----      ----      ----      ----    UNCH                  3.145
APR26      ----      ----      ----      ----      ----    UNCH                  2.810
MAY26      ----      ----      ----      ----      ----    UNCH                  2.795
JUN26      ----      ----      ----      ----      ----    UNCH                  2.828
JLY26      ----      ----      ----      ----      ----    UNCH                  2.873
AUG26      ----      ----      ----      ----      ----    UNCH                  2.913
SEP26      ----      ----      ----      ----      ----    UNCH                  2.928
OCT26      ----      ----      ----      ----      ----    UNCH                  2.983
NOV26      ----      ----      ----      ----      ----    UNCH                  3.061
DEC26      ----      ----      ----      ----      ----    UNCH                  3.216
JAN27      ----      ----      ----      ----      ----    UNCH                  3.345
FEB27      ----      ----      ----      ----      ----    UNCH                  3.309
MAR27      ----      ----      ----      ----      ----    UNCH                  3.234
APR27      ----      ----      ----      ----      ----    UNCH                  2.899
MAY27      ----      ----      ----      ----      ----    UNCH                  2.874
JUN27      ----      ----      ----      ----      ----    UNCH                  2.900
JLY27      ----      ----      ----      ----      ----    UNCH                  2.932
AUG27      ----      ----      ----      ----      ----    UNCH                  2.962
SEP27      ----      ----      ----      ----      ----    UNCH                  2.972
OCT27      ----      ----      ----      ----      ----    UNCH                  3.014
NOV27      ----      ----      ----      ----      ----    UNCH                  3.092
DEC27      ----      ----      ----      ----      ----    UNCH                  3.247
JAN28      ----      ----      ----      ----      ----    UNCH                  3.387
FEB28      ----      ----      ----      ----      ----    UNCH                  3.351
MAR28      ----      ----      ----      ----      ----    UNCH                  3.276
APR28      ----      ----      ----      ----      ----    UNCH                  2.941
MAY28      ----      ----      ----      ----      ----    UNCH                  2.926
JUN28      ----      ----      ----      ----      ----    UNCH                  2.961
JLY28      ----      ----      ----      ----      ----    UNCH                  3.006
AUG28      ----      ----      ----      ----      ----    UNCH                  3.046
SEP28      ----      ----      ----      ----      ----    UNCH                  3.061
OCT28      ----      ----      ----      ----      ----    UNCH                  3.116
NOV28      ----      ----      ----      ----      ----    UNCH                  3.196
DEC28      ----      ----      ----      ----      ----    UNCH                  3.361
JAN29      ----      ----      ----      ----      ----    UNCH                  3.509
FEB29      ----      ----      ----      ----      ----    UNCH                  3.473
MAR29      ----      ----      ----      ----      ----    UNCH                  3.398
APR29      ----      ----      ----      ----      ----    UNCH                  3.043
MAY29      ----      ----      ----      ----      ----    UNCH                  3.028
JUN29      ----      ----      ----      ----      ----    UNCH                  3.063
JLY29      ----      ----      ----      ----      ----    UNCH                  3.108
AUG29      ----      ----      ----      ----      ----    UNCH                  3.148
SEP29      ----      ----      ----      ----      ----    UNCH                  3.163
OCT29      ----      ----      ----      ----      ----    UNCH                  3.218
NOV29      ----      ----      ----      ----      ----    UNCH                  3.298
DEC29      ----      ----      ----      ----      ----    UNCH                  3.466
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 70841                 511922     1372552
NN Henry Hub Natural Gas Last Day Financial Futures
NOV17      ----      ----      ----      ----      ----    UNCH                  2.916         600       48530
DEC17      ----      ----      ----      ----      ----    UNCH                  3.106         425       50499
JAN18      ----      ----      ----      ----      ----    UNCH         102      3.234         434       66642
FEB18      ----      ----      ----      ----      ----    UNCH          79      3.240         392       51219
MAR18      ----      ----      ----      ----      ----    UNCH          85      3.193         434       50028
APR18      ----      ----      ----      ----      ----    UNCH         146      2.910         684       54232
MAY18      ----      ----      ----      ----      ----    UNCH         145      2.881         698       38732
JUN18      ----      ----      ----      ----      ----    UNCH         145      2.910         684       53485
JLY18      ----      ----      ----      ----      ----    UNCH         268      2.936         698       39757
AUG18      ----      ----      ----      ----      ----    UNCH         268      2.940         698       40182
SEP18      ----      ----      ----      ----      ----    UNCH         265      2.919         684       36857
OCT18      ----      ----      ----      ----      ----    UNCH         270      2.941         698       48379
NOV18      ----      ----      ----      ----      ----    UNCH         168      2.994         232       35268
DEC18      ----      ----      ----      ----      ----    UNCH         173      3.130         236       37457
JAN19      ----      ----      ----      ----      ----    UNCH          96      3.216         464       23417
FEB19      ----      ----      ----      ----      ----    UNCH          96      3.193         452       19483
MAR19      ----      ----      ----      ----      ----    UNCH          96      3.122         464       22386
APR19      ----      ----      ----      ----      ----    UNCH         132      2.748         468       16829
MAY19      ----      ----      ----      ----      ----    UNCH         134      2.711         476       17464
JUN19      ----      ----      ----      ----      ----    UNCH         132      2.735         468       16886
JLY19      ----      ----      ----      ----      ----    UNCH         134      2.759         476       17017
AUG19      ----      ----      ----      ----      ----    UNCH         134      2.765         476       16935
SEP19      ----      ----      ----      ----      ----    UNCH         132      2.751         468       16531
OCT19      ----      ----      ----      ----      ----    UNCH         134      2.775         476       17692
NOV19      ----      ----      ----      ----      ----    UNCH          72      2.840         348       16487
DEC19      ----      ----      ----      ----      ----    UNCH          72      2.995         352       17334
JAN20      ----      ----      ----      ----      ----    UNCH                  3.101         124       12387
FEB20      ----      ----      ----      ----      ----    UNCH                  3.080         116       11350
MAR20      ----      ----      ----      ----      ----    UNCH                  3.025         124       12023
APR20      ----      ----      ----      ----      ----    UNCH                  2.705         120       11412
MAY20      ----      ----      ----      ----      ----    UNCH                  2.678         124       11800
JUN20      ----      ----      ----      ----      ----    UNCH                  2.701         120       11437
JLY20      ----      ----      ----      ----      ----    UNCH                  2.727         124       11977
AUG20      ----      ----      ----      ----      ----    UNCH                  2.737         124       12015
SEP20      ----      ----      ----      ----      ----    UNCH                  2.733         120       11510
OCT20      ----      ----      ----      ----      ----    UNCH                  2.761         124       11820
NOV20      ----      ----      ----      ----      ----    UNCH                  2.835         120       11457
DEC20      ----      ----      ----      ----      ----    UNCH                  2.985         124       11442
JAN21      ----      ----      ----      ----      ----    UNCH                  3.095          62        5789
FEB21      ----      ----      ----      ----      ----    UNCH                  3.073          56        5266
MAR21      ----      ----      ----      ----      ----    UNCH                  3.015          62        5699
APR21      ----      ----      ----      ----      ----    UNCH                  2.702         180        5864
MAY21      ----      ----      ----      ----      ----    UNCH                  2.678         186        6119
