        FINAL POST-CLEARING PRICES AS OF 09/14/17 10:33 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE  ACTUAL VOL       SETT         VOL         INT
1CE Chicago Ethanol (Platts) Calendar Spread Option -
3000       ----      ----      ----      ----     .4668  -.0097                  .4765                      55
4450       ----      ----      ----      ----    1.7171  -.0146                 1.7317                      50
5150       ----      ----      ----      ----    2.3730  -.0155                 2.3885                      25
5200       ----      ----      ----      ----    2.4204  -.0155                 2.4359                      75
LN JLY20 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0446  -.0012                  .0458                     165
2250       ----      ----      ----      ----     .0918  -.0031                  .0949                     290
2500       ----      ----      ----      ----     .1768  -.0053                  .1821                     150
2550       ----      ----      ----      ----     .1982  -.0058                  .2040                       4
2650       ----      ----      ----      ----     .2453  -.0066                  .2519                      10
2730       ----      ----      ----      ----     .2869  -.0073                  .2942                      11
2750       ----      ----      ----      ----     .2979  -.0075                  .3054                     455
2800       ----      ----      ----      ----     .3264  -.0079                  .3343                      12
2900       ----      ----      ----      ----     .3872  -.0087                  .3959                      16
3000       ----      ----      ----      ----     .4524  -.0095                  .4619                      55
4450       ----      ----      ----      ----    1.6927  -.0145                 1.7072                      50
5150       ----      ----      ----      ----    2.3468  -.0155                 2.3623                      25
5200       ----      ----      ----      ----    2.3941  -.0155                 2.4096                      75
LN AUG20 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0449  -.0011                  .0460                     165
2250       ----      ----      ----      ----     .0913  -.0029                  .0942                     290
2500       ----      ----      ----      ----     .1745  -.0050                  .1795                     150
2550       ----      ----      ----      ----     .1955  -.0054                  .2009                       4
2650       ----      ----      ----      ----     .2415  -.0063                  .2478                      10
2730       ----      ----      ----      ----     .2823  -.0069                  .2892                      11
2750       ----      ----      ----      ----     .2930  -.0071                  .3001                     455
2800       ----      ----      ----      ----     .3209  -.0077                  .3286                      12
2900       ----      ----      ----      ----     .3810  -.0085                  .3895                      16
3000       ----      ----      ----      ----     .4453  -.0092                  .4545                      55
4450       ----      ----      ----      ----    1.6759  -.0144                 1.6903                      50
5150       ----      ----      ----      ----    2.3280  -.0154                 2.3434                      25
5200       ----      ----      ----      ----    2.3751  -.0155                 2.3906                      75
LN SEP20 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0471  -.0012                  .0483                     165
2250       ----      ----      ----      ----     .0948  -.0029                  .0977                     290
2500       ----      ----      ----      ----     .1792  -.0051                  .1843                     150
2550       ----      ----      ----      ----     .2004  -.0055                  .2059                       4
2650       ----      ----      ----      ----     .2468  -.0063                  .2531                      10
2730       ----      ----      ----      ----     .2877  -.0070                  .2947                      11
2750       ----      ----      ----      ----     .2985  -.0072                  .3057                     455
2800       ----      ----      ----      ----     .3265  -.0076                  .3341                      12
2900       ----      ----      ----      ----     .3864  -.0084                  .3948                      16
3000       ----      ----      ----      ----     .4508  -.0092                  .4600                      55
4450       ----      ----      ----      ----    1.6801  -.0145                 1.6946                      50
5150       ----      ----      ----      ----    2.3307  -.0154                 2.3461                      25
5200       ----      ----      ----      ----    2.3777  -.0155                 2.3932                      75
LN OCT20 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0471  -.0012                  .0483                     150
2250       ----      ----      ----      ----     .0938  -.0028                  .0966                     290
2500       ----      ----      ----      ----     .1761  -.0049                  .1810                     150
2550       ----      ----      ----      ----     .1968  -.0053                  .2021                       4
2650       ----      ----      ----      ----     .2421  -.0062                  .2483                      10
2730       ----      ----      ----      ----     .2822  -.0067                  .2889                      11
2750       ----      ----      ----      ----     .2927  -.0069                  .2996                     455
2800       ----      ----      ----      ----     .3198  -.0073                  .3271                      12
2900       ----      ----      ----      ----     .3777  -.0081                  .3858                      16
3000       ----      ----      ----      ----     .4402  -.0090                  .4492                      55
4450       ----      ----      ----      ----    1.6581  -.0144                 1.6725                      50
5150       ----      ----      ----      ----    2.3050  -.0154                 2.3204                      25
5200       ----      ----      ----      ----    2.3519  -.0154                 2.3673                      75
LN NOV20 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0466  -.0008                  .0474                     150
2250       ----      ----      ----      ----     .0869  -.0025                  .0894                     290
2500       ----      ----      ----      ----     .1613  -.0044                  .1657                     150
2550       ----      ----      ----      ----     .1802  -.0048                  .1850                       4
2650       ----      ----      ----      ----     .2220  -.0056                  .2276                      10
2730       ----      ----      ----      ----     .2591  -.0062                  .2653                      11
2750       ----      ----      ----      ----     .2689  -.0063                  .2752                     455
2800       ----      ----      ----      ----     .2941  -.0068                  .3009                      12
2900       ----      ----      ----      ----     .3483  -.0075                  .3558                      16
3000       ----      ----      ----      ----     .4072  -.0083                  .4155                      55
4450       ----      ----      ----      ----    1.5945  -.0143                 1.6088                      50
5150       ----      ----      ----      ----    2.2368  -.0152                 2.2520                      25
5200       ----      ----      ----      ----    2.2833  -.0153                 2.2986                      75
LN DEC20 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0413  -.0010                  .0423                     150
2250       ----      ----      ----      ----     .0736  -.0019                  .0755                     290
2500       ----      ----      ----      ----     .1339  -.0038                  .1377                     150
2550       ----      ----      ----      ----     .1500  -.0042                  .1542                       4
2650       ----      ----      ----      ----     .1859  -.0050                  .1909                      10
2730       ----      ----      ----      ----     .2182  -.0056                  .2238                      11
2750       ----      ----      ----      ----     .2268  -.0057                  .2325                     455
2800       ----      ----      ----      ----     .2490  -.0062                  .2552                      12
2900       ----      ----      ----      ----     .2971  -.0069                  .3040                      16
3000       ----      ----      ----      ----     .3496  -.0076                  .3572                      55
4450       ----      ----      ----      ----    1.4786  -.0151                 1.4937                      50
5150       ----      ----      ----      ----    2.1133  -.0158                 2.1291                      25
5200       ----      ----      ----      ----    2.1592  -.0159                 2.1751                      75
LN JAN21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0437  -.0013                  .0450                      25
2250       ----      ----      ----      ----     .0794  -.0020                  .0814                     380
2500       ----      ----      ----      ----     .1330  -.0033                  .1363                     250
2700       ----      ----      ----      ----     .1973  -.0050                  .2023                      12
2750       ----      ----      ----      ----     .2165  -.0054                  .2219                      50
5200       ----      ----      ----      ----    2.0573  -.0167                 2.0740                     100
LN FEB21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0591  -.0013                  .0604                      25
2250       ----      ----      ----      ----     .1017  -.0023                  .1040                     380
2500       ----      ----      ----      ----     .1639  -.0037                  .1676                     250
2700       ----      ----      ----      ----     .2357  -.0053                  .2410                      12
2750       ----      ----      ----      ----     .2564  -.0057                  .2621                      50
5200       ----      ----      ----      ----    2.0924  -.0164                 2.1088                     100
LN MAR21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0810  -.0017                  .0827                      25
2250       ----      ----      ----      ----     .1333  -.0027                  .1360                     380
2500       ----      ----      ----      ----     .2086  -.0044                  .2130                     250
2700       ----      ----      ----      ----     .2892  -.0057                  .2949                      12
2750       ----      ----      ----      ----     .3120  -.0060                  .3180                      50
5200       ----      ----      ----      ----    2.1585  -.0162                 2.1747                     100
LN APR21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0730  -.0019                  .0749                      25
2250       ----      ----      ----      ----     .1287  -.0038                  .1325                     380
2500       ----      ----      ----      ----     .2225  -.0061                  .2286                     250
2700       ----      ----      ----      ----     .3217  -.0079                  .3296                      12
2750       ----      ----      ----      ----     .3498  -.0084                  .3582                      50
5200       ----      ----      ----      ----    2.4051  -.0177                 2.4228                     100
LN MAY21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0696  -.0020                  .0716                      25
2250       ----      ----      ----      ----     .1247  -.0038                  .1285                     380
2500       ----      ----      ----      ----     .2192  -.0063                  .2255                     250
2700       ----      ----      ----      ----     .3199  -.0082                  .3281                      12
2750       ----      ----      ----      ----     .3486  -.0087                  .3573                      50
5200       ----      ----      ----      ----    2.4202  -.0178                 2.4380                     100
LN JUN21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0659  -.0019                  .0678                      25
2250       ----      ----      ----      ----     .1180  -.0035                  .1215                     380
2500       ----      ----      ----      ----     .2083  -.0061                  .2144                     250
2700       ----      ----      ----      ----     .3063  -.0080                  .3143                      12
2750       ----      ----      ----      ----     .3343  -.0085                  .3428                      50
5200       ----      ----      ----      ----    2.3954  -.0179                 2.4133                     100
LN JLY21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0648  -.0017                  .0665                      25
2250       ----      ----      ----      ----     .1151  -.0033                  .1184                     380
2500       ----      ----      ----      ----     .2022  -.0059                  .2081                     250
2700       ----      ----      ----      ----     .2979  -.0077                  .3056                      12
2750       ----      ----      ----      ----     .3250  -.0083                  .3333                      50
5200       ----      ----      ----      ----    2.3705  -.0179                 2.3884                     100
LN AUG21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0640  -.0017                  .0657                      25
2250       ----      ----      ----      ----     .1129  -.0032                  .1161                     380
2500       ----      ----      ----      ----     .1975  -.0058                  .2033                     250
2700       ----      ----      ----      ----     .2912  -.0075                  .2987                      12
2750       ----      ----      ----      ----     .3178  -.0080                  .3258                      50
5200       ----      ----      ----      ----    2.3493  -.0178                 2.3671                     100
LN SEP21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0649  -.0018                  .0667                      25
2250       ----      ----      ----      ----     .1142  -.0033                  .1175                     380
2500       ----      ----      ----      ----     .1993  -.0058                  .2051                     250
2700       ----      ----      ----      ----     .2932  -.0075                  .3007                      12
2750       ----      ----      ----      ----     .3198  -.0080                  .3278                      50
5200       ----      ----      ----      ----    2.3480  -.0179                 2.3659                     100
LN OCT21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0647  -.0017                  .0664                      25
2250       ----      ----      ----      ----     .1127  -.0031                  .1158                     380
2500       ----      ----      ----      ----     .1949  -.0056                  .2005                     250
2700       ----      ----      ----      ----     .2865  -.0073                  .2938                      12
2750       ----      ----      ----      ----     .3124  -.0077                  .3201                      50
5200       ----      ----      ----      ----    2.3221  -.0178                 2.3399                     100
LN NOV21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0655  -.0016                  .0671                      25
2250       ----      ----      ----      ----     .1124  -.0029                  .1153                     380
2500       ----      ----      ----      ----     .1849  -.0046                  .1895                     250
2700       ----      ----      ----      ----     .2642  -.0063                  .2705                      12
2750       ----      ----      ----      ----     .2871  -.0068                  .2939                      50
5200       ----      ----      ----      ----    2.2523  -.0177                 2.2700                     100
LN DEC21 Henry Hub Natural Gas European Financial Option PUT
2000       ----      ----      ----      ----     .0568  -.0014                  .0582                      25
2250       ----      ----      ----      ----     .0959  -.0023                  .0982                     380
2500       ----      ----      ----      ----     .1560  -.0039                  .1599                     250
2700       ----      ----      ----      ----     .2236  -.0053                  .2289                      12
2750       ----      ----      ----      ----     .2434  -.0056                  .2490                      50
5200       ----      ----      ----      ----    2.1194  -.0173                 2.1367                     100
LN JAN22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0029  -.0001                  .0030                      50
2550       ----      ----      ----      ----     .1433  -.0040                  .1473                      50
2700       ----      ----      ----      ----     .1947  -.0051                  .1998                      12
LN FEB22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0048  -.0002                  .0050                      50
2550       ----      ----      ----      ----     .1672  -.0043                  .1715                      50
2700       ----      ----      ----      ----     .2220  -.0053                  .2273                      12
LN MAR22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0083  -.0004                  .0087                      50
2550       ----      ----      ----      ----     .2026  -.0048                  .2074                      50
2700       ----      ----      ----      ----     .2625  -.0057                  .2682                      12
LN APR22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0088  -.0004                  .0092                      50
2550       ----      ----      ----      ----     .2517  -.0064                  .2581                      50
2700       ----      ----      ----      ----     .3268  -.0076                  .3344                      12
LN MAY22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0096  -.0004                  .0100                      50
2550       ----      ----      ----      ----     .2596  -.0065                  .2661                      50
2700       ----      ----      ----      ----     .3357  -.0077                  .3434                      12
LN JUN22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0093  -.0005                  .0098                      50
2300       ----      ----      ----      ----     .1512  -.0044                  .1556                       1
2550       ----      ----      ----      ----     .2527  -.0063                  .2590                      50
2700       ----      ----      ----      ----     .3272  -.0074                  .3346                      12
LN JLY22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0092  -.0004                  .0096                      50
2300       ----      ----      ----      ----     .1470  -.0042                  .1512                       1
2550       ----      ----      ----      ----     .2459  -.0061                  .2520                      50
2700       ----      ----      ----      ----     .3186  -.0073                  .3259                      12
LN AUG22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0090  -.0004                  .0094                      50
2300       ----      ----      ----      ----     .1434  -.0041                  .1475                       1
2550       ----      ----      ----      ----     .2401  -.0059                  .2460                      50
2700       ----      ----      ----      ----     .3113  -.0070                  .3183                      12
LN SEP22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0093  -.0004                  .0097                      50
2300       ----      ----      ----      ----     .1444  -.0041                  .1485                       1
2550       ----      ----      ----      ----     .2410  -.0059                  .2469                      50
2700       ----      ----      ----      ----     .3120  -.0071                  .3191                      12
LN OCT22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0091  -.0004                  .0095                      50
2300       ----      ----      ----      ----     .1399  -.0039                  .1438                       1
2550       ----      ----      ----      ----     .2338  -.0057                  .2395                      50
2700       ----      ----      ----      ----     .3031  -.0068                  .3099                      12
LN NOV22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0077  -.0003                  .0080                      50
2300       ----      ----      ----      ----     .1269  -.0036                  .1305                       1
2550       ----      ----      ----      ----     .2142  -.0053                  .2195                      50
2700       ----      ----      ----      ----     .2793  -.0063                  .2856                      12
LN DEC22 Henry Hub Natural Gas European Financial Option PUT
1500       ----      ----      ----      ----     .0056  -.0002                  .0058                      50
2300       ----      ----      ----      ----     .1020  -.0029                  .1049                       1
2550       ----      ----      ----      ----     .1768  -.0044                  .1812                      50
2700       ----      ----      ----      ----     .2337  -.0054                  .2391                      12
LN JAN23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .0876  -.0025                  .0901                       1
2700       ----      ----      ----      ----     .2058  -.0048                  .2106                      12
5250       ----      ----      ----      ----    2.0073  -.0171                 2.0244                      30
5500       ----      ----      ----      ----    2.2287  -.0176                 2.2463                      50
LN FEB23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .0927  -.0024                  .0951                       1
2700       ----      ----      ----      ----     .2146  -.0047                  .2193                      12
5250       ----      ----      ----      ----    2.0289  -.0164                 2.0453                      30
5500       ----      ----      ----      ----    2.2501  -.0169                 2.2670                      50
LN MAR23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .1040  -.0028                  .1068                       1
2700       ----      ----      ----      ----     .2346  -.0049                  .2395                      12
5250       ----      ----      ----      ----    2.0793  -.0165                 2.0958                      30
5500       ----      ----      ----      ----    2.3007  -.0170                 2.3177                      50
LN APR23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .1700  -.0043                  .1743                       1
2700       ----      ----      ----      ----     .3466  -.0070                  .3536                      12
5250       ----      ----      ----      ----    2.3531  -.0174                 2.3705                      30
5500       ----      ----      ----      ----    2.5770  -.0178                 2.5948                      50
LN MAY23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .1749  -.0043                  .1792                       1
2700       ----      ----      ----      ----     .3539  -.0070                  .3609                      12
5250       ----      ----      ----      ----    2.3637  -.0175                 2.3812                      30
5500       ----      ----      ----      ----    2.5873  -.0180                 2.6053                      50
LN JUN23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .1704  -.0042                  .1746                       1
2700       ----      ----      ----      ----     .3457  -.0069                  .3526                      12
5250       ----      ----      ----      ----    2.3395  -.0175                 2.3570                      30
5500       ----      ----      ----      ----    2.5623  -.0180                 2.5803                      50
LN JLY23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .1664  -.0041                  .1705                       1
2700       ----      ----      ----      ----     .3380  -.0067                  .3447                      12
5250       ----      ----      ----      ----    2.3134  -.0174                 2.3308                      30
5500       ----      ----      ----      ----    2.5353  -.0180                 2.5533                      50
LN AUG23 Henry Hub Natural Gas European Financial Option PUT
2300       ----      ----      ----      ----     .1622  -.0040                  .1662                       1
2700       ----      ----      ----      ----     .3302  -.0065                  .3367                      12
5250       ----      ----      ----      ----    2.2886  -.0174                 2.3060                      30
5500       ----      ----      ----      ----    2.5098  -.0180                 2.5278                      50
LN SEP23 Henry Hub Natural Gas European Financial Option PUT
2700       ----      ----      ----      ----     .3314  -.0065                  .3379                      12
5250       ----      ----      ----      ----    2.2830  -.0175                 2.3005                      30
5500       ----      ----      ----      ----    2.5036  -.0180                 2.5216                      50
LN OCT23 Henry Hub Natural Gas European Financial Option PUT
2700       ----      ----      ----      ----     .3203  -.0064                  .3267                      12
5250       ----      ----      ----      ----    2.2518  -.0175                 2.2693                      30
5500       ----      ----      ----      ----    2.4717  -.0180                 2.4897                      50
LN NOV23 Henry Hub Natural Gas European Financial Option PUT
2700       ----      ----      ----      ----     .2969  -.0059                  .3028                      12
5250       ----      ----      ----      ----    2.1861  -.0173                 2.2034                      30
5500       ----      ----      ----      ----    2.4050  -.0178                 2.4228                      50
LN DEC23 Henry Hub Natural Gas European Financial Option PUT
2700       ----      ----      ----      ----     .2526  -.0051                  .2577                      12
5250       ----      ----      ----      ----    2.0582  -.0169                 2.0751                      30
5500       ----      ----      ----      ----    2.2748  -.0175                 2.2923                      50
LN JAN24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    1.9972  -.0166                 2.0138                      60
LN FEB24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.0204  -.0160                 2.0364                      60
LN MAR24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.0688  -.0163                 2.0851                      60
LN APR24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.3340  -.0149                 2.3489                      60
LN MAY24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.3442  -.0150                 2.3592                      60
LN JUN24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.3195  -.0149                 2.3344                      60
LN JLY24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.2939  -.0150                 2.3089                      60
LN AUG24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.2697  -.0150                 2.2847                      60
LN SEP24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.2637  -.0150                 2.2787                      60
LN OCT24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.2329  -.0149                 2.2478                      60
LN NOV24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.1694  -.0148                 2.1842                      60
LN DEC24 Henry Hub Natural Gas European Financial Option PUT
5300       ----      ----      ----      ----    2.0481  -.0143                 2.0624                      60
LN FEB25 Henry Hub Natural Gas European Financial Option PUT
5000       ----      ----      ----      ----      ----    UNCH                 1.4932
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                 34785                  45135      771315
ON OCT17 Henry Hub Natural Gas Option CALL
2500       ----      .595B     .545A     .570B     .570   +.012                   .558
2550       ----      .545B     .495A     .520A     .520   +.012                   .508                       1
2600       ----      .496B     .445A     .469A     .470   +.012                   .458                      46
2650       ----      .446B     .395A     .421B     .421   +.012                   .409                      75
2700       ----      .396B     .346A     .371B     .371   +.012                   .359                      17
2750       ----      .348B     .298A     .322B     .322   +.011                   .311                     179
2800       ----      .300B     .245A     .274B     .274   +.010          41       .264           1          88
2850       .240      .258B     .199A     .225B     .228   +.009           1       .219          20         716
2900       .169      .214B     .159A     .182B     .184   +.007         189       .177         721         693
2950       .157      .172B     .122A     .140B     .144   +.005          12       .139         629        1012
3000       .100      .134B     .090A     .106B     .109   +.003         182       .106         675        1260
3050       .085      .100B     .065A     .076A     .080   +.002         591       .078         484        1152
3100       .050      .074      .045A     .053      .056   -.001        1216       .057         590        2890
3150       .034      .052B     .031A     .035      .037   -.003         551       .040        1215        1866
3200       .036      .040      .020      .022      .024   -.003        1443       .027         122        1291
3250       .016      .023      .014A     .014A     .015   -.003         535       .018         275        1435
3300       .009      .015B     .008      .008      .009   -.003         188       .012          44        1398
3350       .002      .009B     .002      .005      .005   -.003          39       .008          17        1260
3400       .003      .005B     .003      .004A     .003   -.002          50       .005          15        1563
3450       .001      .003      .001      .003      .002   -.001          86       .003         112         362
3500       ----      ----      ----      ----      .001   -.001                   .002         173        1023
3550       .001      .001      .001      .001      .001    UNCH          20       .001                     548
3600       ----      ----      ----      ----      .001    UNCH                   .001                     876
3650       ----      ----      ----      ----      .001    UNCH                   .001                      87
3700       ----      ----      ----      ----      .001    UNCH                   .001                     160
3750       ----      ----      ----      ----      .001    UNCH                   .001                     272
3800       ----      ----      ----      ----      .001    UNCH                   .001                     999
3850       ----      ----      ----      ----      .001    UNCH                   .001                    1099
3900       ----      ----      ----      ----      .001    UNCH                   .001                     299
3950       ----      ----      ----      ----      .001    UNCH                   .001                      13
4000       ----      ----      ----      ----      .001    UNCH           1       .001                    1044
4050       ----      ----      ----      ----      .001    UNCH                   .001                     302
4100       ----      ----      ----      ----      .001    UNCH                   .001                     129
4150       ----      ----      ----      ----      .001    UNCH                   .001                      88
4200       ----      ----      ----      ----      .001    UNCH                   .001                     615
4250       ----      ----      ----      ----      .001    UNCH                   .001                     454
4300       ----      ----      ----      ----      .001    UNCH                   .001                     373
4350       ----      ----      ----      ----      .001    UNCH                   .001                      51
4400       ----      ----      ----      ----      .001    UNCH                   .001                     144
4450       ----      ----      ----      ----      .001    UNCH                   .001                       5
4500       ----      ----      ----      ----      .001    UNCH                   .001                     997
4550       ----      ----      ----      ----      .001    UNCH                   .001                       1
4600       ----      ----      ----      ----      .001    UNCH                   .001                      85
4650       ----      ----      ----      ----      .001    UNCH                   .001                     150
4700       ----      ----      ----      ----      .001    UNCH                   .001                      68
4750       ----      ----      ----      ----      .001    UNCH                   .001                      10
4800       ----      ----      ----      ----      .001    UNCH                   .001                       5
4850       ----      ----      ----      ----      .001    UNCH                   .001                       1
4900       ----      ----      ----      ----      .001    UNCH                   .001                     110
5000       ----      ----      ----      ----      .001    UNCH                   .001                     475
5100       ----      ----      ----      ----      .001    UNCH                   .001                      42
5150       ----      ----      ----      ----      .001    UNCH                   .001                       1
5200       ----      ----      ----      ----      .001    UNCH                   .001                      27
5300       ----      ----      ----      ----      .001    UNCH                   .001                      74
5450       ----      ----      ----      ----      .001    UNCH                   .001                       1
5500       ----      ----      ----      ----      .001    UNCH                   .001                      24
5550       ----      ----      ----      ----      .001    UNCH                   .001                      15
5750       ----      ----      ----      ----      .001    UNCH                   .001                      74
5850       ----      ----      ----      ----      .001    UNCH                   .001                      74
6000       ----      ----      ----      ----      .001    UNCH                   .001                       8
7000       ----      ----      ----      ----      .001    UNCH                   .001                      11
8000       ----      ----      ----      ----      .001    UNCH                   .001                      13
ON NOV17 Henry Hub Natural Gas Option CALL
2500       ----      .652B     .606A     .630B     .630   +.009                   .621                       1
2700       ----      .461B     .419A     .440B     .441   +.009                   .432                       1
2750       .376      .416B     .368A     .393B     .397   +.009           1       .388                       1
2800       ----      .376B     .327A     .351B     .355   +.009                   .346                       3
2900       ----      .294B     .253A     .273A     .277   +.009          50       .268                       2
2950       ----      .258B     .218A     .238A     .242   +.008                   .234                      85
3000       ----      .227B     .187A     .206B     .210   +.008                   .202           6         183
3050       .194      .195B     .160A     .176A     .180   +.007           1       .173           5         240
3100       .143      .167B     .135A     .150B     .153   +.006         354       .147          34         435
3150       .140      .142B     .113A     .127B     .130   +.005          65       .125           4          89
3200       ----      .120B     .094A     .106A     .109   +.005          50       .104           1          55
3250       .079      .101      .078A     .089B     .090   +.003          47       .087          40         323
3300       .075      .084B     .064A     .073A     .075   +.003         284       .072          22         361
3350       .060      .069B     .052A     .060      .062   +.002          61       .060          47         307
3400       .057      .057      .043A     .049A     .051   +.002           3       .049         104        1002
3450       .042      .046B     .035A     .040      .042   +.002          16       .040           2         211
3500       .032      .037B     .028A     .032      .034   +.001           7       .033         188        1189
3550       ----      .030B     .023A     .026A     .027    UNCH           1       .027                     311
3600       .024      .024      .019A     .022A     .022    UNCH          32       .022           7         291
3650       ----      .019B     .015A     .017A     .018    UNCH                   .018         121         234
3700       .014      .015B     .012A     .014A     .014    UNCH           2       .014           4         152
3750       .011      .012B     .010      .010      .012    UNCH          64       .012          11         771
3800       .009      .010B     .008A     .009A     .009    UNCH           2       .009           3         234
3850       .006      .008      .006      .008      .008    UNCH          30       .008          10          57
3900       ----      ----      ----      ----      .006    UNCH           5       .006          20         178
3950       ----      ----      ----      ----      .005    UNCH                   .005                      78
4000       ----      ----      ----      ----      .004    UNCH                   .004          10         865
4050       ----      ----      ----      ----      .003   -.001                   .004                       2
4100       ----      ----      ----      ----      .003    UNCH                   .003                      64
4150       ----      ----      ----      ----      .002    UNCH                   .002                       5
4200       ----      ----      ----      ----      .002    UNCH                   .002                      51
4250       ----      ----      ----      ----      .002    UNCH                   .002                     369
4300       ----      ----      ----      ----      .001    UNCH                   .001                      43
4350       ----      ----      ----      ----      .001    UNCH                   .001                      23
4400       ----      ----      ----      ----      .001    UNCH                   .001                     252
4450       ----      ----      ----      ----      .001    UNCH                   .001                       2
4500       ----      ----      ----      ----      .001    UNCH                   .001                     242
4550       ----      ----      ----      ----      .001    UNCH                   .001                     100
4600       ----      ----      ----      ----      .001    UNCH                   .001                       1
4650       ----      ----      ----      ----      .001    UNCH                   .001                       1
4750       ----      ----      ----      ----      .001    UNCH                   .001                       2
4800       ----      ----      ----      ----      .001    UNCH                   .001                       1
4850       ----      ----      ----      ----      .001    UNCH                   .001                       1
4900       ----      ----      ----      ----      .001    UNCH                   .001                       2
5000       ----      ----      ----      ----      .001    UNCH                   .001                      35
5100       ----      ----      ----      ----      .001    UNCH                   .001                       1
5250       ----      ----      ----      ----      .001    UNCH                   .001
5450       ----      ----      ----      ----      .001    UNCH                   .001
5500       ----      ----      ----      ----      .001    UNCH                   .001                      13
5600       ----      ----      ----      ----      .001    UNCH                   .001                      10
7000       ----      ----      ----      ----      .001    UNCH                   .001                     236
8000       ----      ----      ----      ----      .001    UNCH                   .001                      10
ON DEC17 Henry Hub Natural Gas Option CALL
2600       ----      .700B     .663A     .681A     .682   +.006                   .676                       2
2750       ----      .563B     .520A     .545B     .547   +.007                   .540
2800       ----      .528B     .479A     .502B     .505   +.007                   .498                      20
3000       ----      .365B     .339A     .357A     .354   +.007                   .347                      26
3100       ----      .308B     .270A     .288A     .290   +.005                   .285                      18
3150       ----      .278B     .243A     .259A     .262   +.006                   .256           1          84
